product_a,product_b,times_bought_together
Usb-C Cable,Vacuum Cleaner,1
Usb-C Cable,Wall Clock,1
Usb-C Cable,Wall Clock,1
Usb-C Cable,Water Bottle,1
Usb-C Cable,Water Bottle,1
Usb-C Cable,Web Development,1
Usb-C Cable,Webcam,1
Vacuum Cleaner,Artificial Intelligence,1
Vacuum Cleaner,Clean Code,1
Vacuum Cleaner,Clean Code,1
Vacuum Cleaner,Cloud Computing,1
Vacuum Cleaner,Database Systems,1
Vacuum Cleaner,Machine Learning Basics,1
Vacuum Cleaner,Machine Learning Basics,1
Wall Clock,Artificial Intelligence,1
Wall Clock,Cloud Computing,1
Wall Clock,Cloud Computing,1
Wall Clock,Cushion Set,1
Wall Clock,Cushion Set,1
Wall Clock,Database Systems,1
Wall Clock,Machine Learning Basics,1
Wall Clock,Python Programming,1
Wall Clock,Sql Handbook,1
Wall Clock,Statistics Guide,1
Wall Clock,Statistics Guide,1
Wall Clock,Vacuum Cleaner,1
Wall Clock,Vacuum Cleaner,1
Wall Clock,Web Development,1
Wall Clock,Web Development,1
Water Bottle,Artificial Intelligence,1
Water Bottle,Cloud Computing,1
Water Bottle,Data Engineering,1
Water Bottle,Database Systems,1
Water Bottle,Database Systems,1
Water Bottle,Database Systems,1
Water Bottle,Machine Learning Basics,1
Water Bottle,Machine Learning Basics,1
Water Bottle,Machine Learning Basics,1
Water Bottle,Python Programming,1
Water Bottle,Python Programming,1
Water Bottle,Sql Handbook,1
Water Bottle,Vacuum Cleaner,1
Water Bottle,Vacuum Cleaner,1
Water Bottle,Web Development,1
Water Bottle,Web Development,1
Water Bottle,Web Development,1
Web Development,Database Systems,1
Webcam,Backpack,1
Webcam,Bedsheet Set,1
Webcam,Bedsheet Set,1
Webcam,Cap,1
Webcam,Cap,1
Webcam,Casual Trousers,1
Webcam,Casual Trousers,1
Webcam,Clean Code,1
Webcam,Clean Code,1
Webcam,Cloud Computing,1
Webcam,Coffee Maker,1
Webcam,Cookware Set,1
Webcam,Cookware Set,1
Webcam,Cotton Shirt,1
Webcam,Cushion Set,1
Webcam,Data Engineering,1
Webcam,Database Systems,1
Webcam,Database Systems,1
Webcam,Database Systems,1
Webcam,Denim Jeans,1
Webcam,Denim Jeans,1
Webcam,Hoodie,1
Webcam,Hoodie,1
Webcam,Jacket,1
Webcam,Machine Learning Basics,1
Webcam,Machine Learning Basics,1
Webcam,Machine Learning Basics,1
Webcam,Mouse,1
Webcam,Office Chair,1
Webcam,Office Chair,1
Webcam,Python Programming,1
Webcam,Python Programming,1
Webcam,Running Shoes,1
Webcam,Sneakers,1
Webcam,Sneakers,1
Webcam,Socks,1
Webcam,Socks,1
Webcam,Sql Handbook,1
Webcam,Sql Handbook,1
Webcam,Sql Handbook,1
Webcam,Statistics Guide,1
Webcam,Statistics Guide,1
Webcam,Statistics Guide,1
Webcam,Storage Box,1
Webcam,Storage Box,1
Webcam,Storage Box,1
Webcam,Storage Box,1
Webcam,Table Lamp,1
Webcam,Table Lamp,1
Webcam,Vacuum Cleaner,1
Webcam,Vacuum Cleaner,1
Webcam,Wall Clock,1
Webcam,Wall Clock,1
Webcam,Web Development,1
Webcam,Webcam,1
Wireless Headphones,Artificial Intelligence,1
Wireless Headphones,Backpack,1
Wireless Headphones,Bedsheet Set,1
Wireless Headphones,Bedsheet Set,1
Wireless Headphones,Bluetooth Speaker,1
Wireless Headphones,Bluetooth Speaker,1
Wireless Headphones,Bluetooth Speaker,1
Wireless Headphones,Cap,1
Wireless Headphones,Cap,1
Wireless Headphones,Casual Trousers,1
Wireless Headphones,Casual Trousers,1
Wireless Headphones,Casual Trousers,1
Wireless Headphones,Clean Code,1
Wireless Headphones,Clean Code,1
Wireless Headphones,Cloud Computing,1
Wireless Headphones,Cloud Computing,1
Wireless Headphones,Cloud Computing,1
Wireless Headphones,Cookware Set,1
Wireless Headphones,Cookware Set,1
Wireless Headphones,Cotton Shirt,1
Wireless Headphones,Cotton Shirt,1
Wireless Headphones,Cushion Set,1
Wireless Headphones,Cushion Set,1
Wireless Headphones,Cushion Set,1
Wireless Headphones,Data Engineering,1
Wireless Headphones,Database Systems,1
Wireless Headphones,Database Systems,1
Wireless Headphones,Hoodie,1
Wireless Headphones,Jacket,1
Wireless Headphones,Jacket,1
Wireless Headphones,Jacket,1
Wireless Headphones,Mechanical Keyboard,1
Wireless Headphones,Mouse,1
Wireless Headphones,Mouse,1
Wireless Headphones,Office Chair,1
Wireless Headphones,Office Chair,1
Wireless Headphones,Office Chair,1
Wireless Headphones,Power Bank,1
Wireless Headphones,Power Bank,1
Wireless Headphones,Python Programming,1
Wireless Headphones,Running Shoes,1
Wireless Headphones,Smartphone,1
Wireless Headphones,Smartphone,1
Wireless Headphones,Sneakers,1
Wireless Headphones,Socks,1
Wireless Headphones,Socks,1
Wireless Headphones,Statistics Guide,1
Wireless Headphones,Storage Box,1
Wireless Headphones,Storage Box,1
Wireless Headphones,Table Lamp,1
Wireless Headphones,Table Lamp,1
Wireless Headphones,Wall Clock,1
Wireless Headphones,Wall Clock,1
Wireless Headphones,Water Bottle,1
Wireless Headphones,Water Bottle,1
Wireless Headphones,Web Development,1
Wireless Headphones,Webcam,1
