customer_id,current_order_id,current_order_date,current_order_value,previous_order_id,previous_order_date,previous_order_value,value_change
C0463,O01112,2026-05-02,44007.43,O00106,2025-10-03,139689.98,-95682.55
C0463,O01025,2026-07-05,261973.29,O01112,2026-05-02,44007.43,217965.85
C0464,O00305,2026-04-30,198023.98,,,,198023.98
C0465,O00576,2025-11-28,174154.32,,,,174154.32
C0465,O00856,2026-02-16,160219.73,O00576,2025-11-28,174154.32,-13934.59
C0466,O00304,2025-02-25,142184.51,,,,142184.51
C0466,O00730,2025-05-29,72014.43,O00304,2025-02-25,142184.51,-70170.08
C0466,O00937,2025-11-01,72353.5,O00730,2025-05-29,72014.43,339.07
C0468,O00570,2025-02-09,-19043.58,,,,-19043.58
C0468,O00303,2025-11-08,184297.66,O00570,2025-02-09,-19043.58,203341.24
C0468,O00708,2025-11-11,476690.7,O00303,2025-11-08,184297.66,292393.04
C0468,O00464,2026-07-07,338015.39,O00708,2025-11-11,476690.7,-138675.31
C0469,O00085,2025-04-27,227975.08,,,,227975.08
C0469,O00311,2025-05-07,100865.44,O00085,2025-04-27,227975.08,-127109.64
C0469,O00083,2025-07-11,191280.45,O00311,2025-05-07,100865.44,90415.01
C0469,O00094,2025-08-19,192475.79,O00083,2025-07-11,191280.45,1195.34
C0469,O00259,2025-12-17,9671.53,O00094,2025-08-19,192475.79,-182804.26
C0470,O00898,2026-01-14,17969.43,,,,17969.43
C0470,O00770,2026-02-19,233222.15,O00898,2026-01-14,17969.43,215252.72
C0470,O00158,2026-02-27,271247.44,O00770,2026-02-19,233222.15,38025.29
C0471,O00112,2025-02-17,232933.0,,,,232933.0
C0472,O01004,2025-05-16,303010.65,,,,303010.65
C0472,O00483,2025-09-11,78970.12,O01004,2025-05-16,303010.65,-224040.53
C0474,O00079,2025-06-13,178064.6,,,,178064.6
C0474,O00736,2025-08-10,4540.32,O00079,2025-06-13,178064.6,-173524.28
C0474,O01129,2025-09-16,105137.27,O00736,2025-08-10,4540.32,100596.95
C0475,O00929,2025-04-06,287792.15,,,,287792.15
C0475,O00011,2025-11-04,138645.21,O00929,2025-04-06,287792.15,-149146.94
C0475,O00641,2026-05-14,276227.14,O00011,2025-11-04,138645.21,137581.93
C0475,O00945,2026-07-06,41840.74,O00641,2026-05-14,276227.14,-234386.4
C0476,O01088,2026-06-06,202627.71,,,,202627.71
C0477,O00150,2025-02-17,35170.26,,,,35170.26
C0477,O00749,2025-02-22,459157.22,O00150,2025-02-17,35170.26,423986.96
C0477,O00631,2025-04-10,176552.26,O00749,2025-02-22,459157.22,-282604.96
C0479,O01070,2025-07-13,175460.28,,,,175460.28
C0479,O00858,2026-05-27,34514.55,O01070,2025-07-13,175460.28,-140945.73
C0481,O00954,2025-06-15,19235.96,,,,19235.96
C0481,O00664,2026-04-26,286661.32,O00954,2025-06-15,19235.96,267425.36
C0482,O00256,2025-10-29,323764.32,,,,323764.32
C0484,O00789,2025-06-07,98117.95,,,,98117.95
C0485,O00458,2025-04-16,139325.88,,,,139325.88
C0485,O00010,2026-01-21,214494.85,O00458,2025-04-16,139325.88,75168.98
C0487,O00816,2025-08-08,196773.15,,,,196773.15
C0487,O01197,2026-01-13,-7930.07,O00816,2025-08-08,196773.15,-204703.22
C0487,O00634,2026-04-10,446670.5,O01197,2026-01-13,-7930.07,454600.57
C0487,O00216,2026-07-03,302811.74,O00634,2026-04-10,446670.5,-143858.76
C0488,O00076,2025-07-31,128706.99,,,,128706.99
C0488,O00716,2025-10-18,245984.95,O00076,2025-07-31,128706.99,117277.96
C0488,O00792,2026-03-23,191478.75,O00716,2025-10-18,245984.95,-54506.2
C0488,O00585,2026-05-21,402609.67,O00792,2026-03-23,191478.75,211130.92
C0489,O00563,2025-01-27,11983.99,,,,11983.99
C0489,O00401,2025-04-11,40585.83,O00563,2025-01-27,11983.99,28601.84
C0490,O01189,2025-12-17,427783.55,,,,427783.55
C0490,O00887,2026-02-25,190583.26,O01189,2025-12-17,427783.55,-237200.29
C0490,O01174,2026-03-11,220063.16,O00887,2026-02-25,190583.26,29479.9
C0490,O00931,2026-03-24,145755.04,O01174,2026-03-11,220063.16,-74308.12
C0490,O00288,2026-04-13,240068.39,O00931,2026-03-24,145755.04,94313.36
C0491,O00017,2025-08-05,187584.53,,,,187584.53
C0491,O00773,2025-12-13,246194.37,O00017,2025-08-05,187584.53,58609.84
C0491,O00176,2026-05-26,74460.14,O00773,2025-12-13,246194.37,-171734.23
C0492,O00918,2025-01-30,41064.63,,,,41064.63
C0494,O00246,2025-10-17,33713.14,,,,33713.14
C0494,O00696,2026-01-29,180767.69,O00246,2025-10-17,33713.14,147054.55
C0494,O00391,2026-04-05,226366.99,O00696,2026-01-29,180767.69,45599.3
C0494,O00425,2026-04-17,70282.59,O00391,2026-04-05,226366.99,-156084.4
C0494,O00397,2026-05-31,351084.57,O00425,2026-04-17,70282.59,280801.98
C0495,O00290,2025-04-17,239704.24,,,,239704.24
C0495,O00659,2026-01-11,251567.1,O00290,2025-04-17,239704.24,11862.86
C0495,O00542,2026-06-20,78769.1,O00659,2026-01-11,251567.1,-172798.0
C0496,O00057,2026-03-22,264785.41,,,,264785.41
C0497,O00729,2025-08-14,239058.59,,,,239058.59
C0498,O00225,2025-12-19,127556.91,,,,127556.91
C0499,O00654,2025-01-17,454309.85,,,,454309.85
C0499,O00368,2026-04-02,99895.25,O00654,2025-01-17,454309.85,-354414.6
C0499,O00445,2026-07-01,287477.55,O00368,2026-04-02,99895.25,187582.3
C0500,O00377,2026-05-11,253936.75,,,,253936.75
C0501,O01086,2025-05-10,-37115.14,,,,-37115.14
C0501,O01001,2025-08-09,240586.8,O01086,2025-05-10,-37115.14,277701.94
C0502,O00567,2025-07-01,179101.76,,,,179101.76
C0502,O01170,2026-02-09,17458.71,O00567,2025-07-01,179101.76,-161643.05
C0504,O00881,2025-02-04,15584.24,,,,15584.24
C0504,O01012,2025-11-25,236185.84,O00881,2025-02-04,15584.24,220601.6
C0504,O00475,2026-04-09,33156.78,O01012,2025-11-25,236185.84,-203029.06
C0505,O00432,2025-05-03,13747.02,,,,13747.02
C0505,O00056,2025-05-23,216765.78,O00432,2025-05-03,13747.02,203018.76
C0505,O00199,2026-03-06,156232.0,O00056,2025-05-23,216765.78,-60533.77
C0506,O00281,2025-04-24,203320.33,,,,203320.33
C0507,O01089,2026-06-23,61169.98,,,,61169.98
C0508,O00058,2025-09-15,234309.54,,,,234309.54
C0508,O01072,2026-04-11,287157.57,O00058,2025-09-15,234309.54,52848.02
C0508,O00297,2026-06-02,59242.98,O01072,2026-04-11,287157.57,-227914.59
C0509,O00612,2025-02-02,156125.45,,,,156125.45
C0509,O00195,2025-08-15,292206.75,O00612,2025-02-02,156125.45,136081.3
C0509,O00173,2026-03-20,134818.91,O00195,2025-08-15,292206.75,-157387.84
C0510,O00249,2025-05-24,159089.65,,,,159089.65
C0510,O01095,2026-03-19,41629.68,O00249,2025-05-24,159089.65,-117459.97
C0511,O00584,2025-09-17,225831.04,,,,225831.04
C0511,O00993,2026-02-09,-52755.7,O00584,2025-09-17,225831.04,-278586.74
C0512,O00037,2025-01-10,103446.47,,,,103446.47
C0512,O00718,2025-02-08,85733.17,O00037,2025-01-10,103446.47,-17713.29
C0512,O01107,2025-05-12,65468.85,O00718,2025-02-08,85733.17,-20264.32
C0513,O00257,2025-03-14,57422.76,,,,57422.76
C0513,O00869,2025-08-30,300743.79,O00257,2025-03-14,57422.76,243321.02
C0513,O00615,2026-06-03,78139.0,O00869,2025-08-30,300743.79,-222604.79
C0513,O00548,2026-06-29,128882.36,O00615,2026-06-03,78139.0,50743.36
C0514,O00658,2026-05-26,159457.04,,,,159457.04
C0514,O00133,2026-06-03,61594.17,O00658,2026-05-26,159457.04,-97862.87
C0516,O00935,2025-09-18,43368.45,,,,43368.45
C0517,O01019,2025-08-31,13705.03,,,,13705.03
C0517,O00530,2026-04-02,139884.09,O01019,2025-08-31,13705.03,126179.07
C0522,O01063,2025-07-18,114743.43,,,,114743.43
C0522,O00127,2025-11-05,21247.93,O01063,2025-07-18,114743.43,-93495.5
C0522,O00656,2026-03-12,137133.62,O00127,2025-11-05,21247.93,115885.69
C0523,O00374,2025-10-25,203366.85,,,,203366.85
C0524,O00087,2025-07-07,152666.57,,,,152666.57
C0524,O00434,2025-10-09,236378.0,O00087,2025-07-07,152666.57,83711.43
C0525,O00359,2025-08-05,239556.83,,,,239556.83
C0526,O01097,2025-03-26,46753.44,,,,46753.44
C0526,O00995,2026-05-12,103777.88,O01097,2025-03-26,46753.44,57024.44
C0526,O00933,2026-07-19,349443.53,O00995,2026-05-12,103777.88,245665.65
C0527,O00384,2026-03-27,293383.01,,,,293383.01
C0527,O00796,2026-06-27,8366.21,O00384,2026-03-27,293383.01,-285016.8
C0529,O00857,2025-07-04,373864.22,,,,373864.22
C0530,O00974,2025-05-30,218620.34,,,,218620.34
C0531,O00415,2025-01-11,1193.69,,,,1193.69
C0531,O01067,2025-12-18,130179.09,O00415,2025-01-11,1193.69,128985.4
C0532,O00117,2025-03-21,301727.46,,,,301727.46
C0533,O00403,2025-01-08,108013.68,,,,108013.68
C0533,O00275,2025-11-05,-16418.12,O00403,2025-01-08,108013.68,-124431.8
C0534,O00553,2025-05-21,150686.66,,,,150686.66
C0534,O01157,2025-08-16,120303.69,O00553,2025-05-21,150686.66,-30382.97
C0535,O00618,2026-04-16,176508.69,,,,176508.69
C0536,O00278,2025-07-24,179648.55,,,,179648.55
C0536,O01044,2025-09-23,235753.07,O00278,2025-07-24,179648.55,56104.52
C0536,O00661,2025-10-14,52902.44,O01044,2025-09-23,235753.07,-182850.64
C0537,O00534,2025-07-20,118544.35,,,,118544.35
C0537,O01115,2025-10-18,306240.6,O00534,2025-07-20,118544.35,187696.26
C0537,O00233,2026-02-18,193085.32,O01115,2025-10-18,306240.6,-113155.28
C0538,O00293,2025-09-25,154263.37,,,,154263.37
C0538,O00613,2026-04-08,28586.87,O00293,2025-09-25,154263.37,-125676.5
C0538,O00930,2026-05-23,201658.31,O00613,2026-04-08,28586.87,173071.44
C0539,O00177,2026-01-28,319196.46,,,,319196.46
C0539,O00893,2026-08-04,309807.07,O00177,2026-01-28,319196.46,-9389.4
C0540,O00543,2025-01-19,130867.73,,,,130867.73
C0541,O00978,2025-12-19,248076.92,,,,248076.92
C0541,O00951,2026-05-15,168497.87,O00978,2025-12-19,248076.92,-79579.05
C0541,O00038,2026-08-03,207836.08,O00951,2026-05-15,168497.87,39338.22
C0543,O00549,2025-01-23,30868.64,,,,30868.64
C0543,O00762,2026-05-13,41481.63,O00549,2025-01-23,30868.64,10612.99
C0544,O01196,2025-01-27,218198.25,,,,218198.25
C0545,O00473,2025-10-06,59172.76,,,,59172.76
C0545,O01010,2026-05-30,52589.24,O00473,2025-10-06,59172.76,-6583.52
C0546,O01049,2025-02-18,109731.4,,,,109731.4
C0546,O00558,2025-06-11,28983.02,O01049,2025-02-18,109731.4,-80748.39
C0546,O01136,2025-07-02,53843.22,O00558,2025-06-11,28983.02,24860.21
C0546,O01045,2025-07-16,257206.3,O01136,2025-07-02,53843.22,203363.08
C0546,O01179,2025-09-16,169015.28,O01045,2025-07-16,257206.3,-88191.02
C0547,O00769,2026-01-17,203913.36,,,,203913.36
C0547,O00465,2026-03-22,115857.93,O00769,2026-01-17,203913.36,-88055.42
C0547,O01028,2026-06-07,187594.52,O00465,2026-03-22,115857.93,71736.59
C0548,O01134,2025-04-13,159062.14,,,,159062.14
C0548,O00109,2026-01-02,467424.1,O01134,2025-04-13,159062.14,308361.96
C0550,O00491,2025-03-03,37761.95,,,,37761.95
C0550,O01117,2026-02-05,343301.35,O00491,2025-03-03,37761.95,305539.4
C0550,O00705,2026-04-15,231114.86,O01117,2026-02-05,343301.35,-112186.49
C0551,O00725,2025-02-14,317146.68,,,,317146.68
C0551,O00981,2025-07-22,117585.47,O00725,2025-02-14,317146.68,-199561.21
C0551,O00815,2025-10-16,263579.31,O00981,2025-07-22,117585.47,145993.84
C0551,O00134,2026-02-16,169608.15,O00815,2025-10-16,263579.31,-93971.16
C0551,O00346,2026-03-11,397081.66,O00134,2026-02-16,169608.15,227473.51
C0551,O00541,2026-04-28,271736.31,O00346,2026-03-11,397081.66,-125345.35
C0553,O01156,2025-12-06,364131.77,,,,364131.77
C0553,O00855,2026-06-01,57059.62,O01156,2025-12-06,364131.77,-307072.15
C0554,O01024,2025-07-28,239312.32,,,,239312.32
C0554,O00702,2025-09-02,94546.38,O01024,2025-07-28,239312.32,-144765.94
C0554,O00626,2025-11-15,173837.4,O00702,2025-09-02,94546.38,79291.01
C0554,O00834,2026-06-01,28900.99,O00626,2025-11-15,173837.4,-144936.41
C0554,O00206,2026-07-22,56127.34,O00834,2026-06-01,28900.99,27226.35
C0555,O00214,2025-03-29,230937.85,,,,230937.85
C0556,O00026,2026-05-16,8165.66,,,,8165.66
C0557,O00797,2025-04-07,182220.61,,,,182220.61
C0557,O00372,2025-08-06,94835.32,O00797,2025-04-07,182220.61,-87385.29
C0558,O00979,2026-02-18,92478.5,,,,92478.5
C0558,O00211,2026-05-16,162684.23,O00979,2026-02-18,92478.5,70205.73
C0559,O00355,2025-08-14,187218.97,,,,187218.97
C0559,O00711,2025-11-29,270070.23,O00355,2025-08-14,187218.97,82851.25
C0559,O00874,2026-01-19,380716.88,O00711,2025-11-29,270070.23,110646.65
C0559,O00651,2026-01-27,146315.76,O00874,2026-01-19,380716.88,-234401.12
C0560,O00575,2025-04-26,114700.09,,,,114700.09
C0560,O00153,2026-05-21,36385.98,O00575,2025-04-26,114700.09,-78314.11
C0562,O00279,2026-02-24,28786.64,,,,28786.64
C0562,O01132,2026-05-12,417110.01,O00279,2026-02-24,28786.64,388323.37
C0563,O00361,2026-08-04,105054.26,,,,105054.26
C0564,O00064,2025-07-24,213334.82,,,,213334.82
C0564,O00410,2026-02-15,49557.22,O00064,2025-07-24,213334.82,-163777.61
C0564,O00514,2026-03-30,264887.05,O00410,2026-02-15,49557.22,215329.83
C0565,O00802,2026-06-23,34978.59,,,,34978.59
C0566,O00018,2025-07-29,39037.6,,,,39037.6
C0566,O01104,2026-05-01,37694.77,O00018,2025-07-29,39037.6,-1342.83
C0567,O01113,2025-04-06,5500.92,,,,5500.92
C0567,O01127,2025-08-11,351530.94,O01113,2025-04-06,5500.92,346030.02
C0567,O00713,2026-03-02,283294.11,O01127,2025-08-11,351530.94,-68236.83
C0567,O00977,2026-06-17,95715.78,O00713,2026-03-02,283294.11,-187578.33
C0568,O00838,2025-04-23,344432.22,,,,344432.22
C0568,O00496,2025-10-09,145270.6,O00838,2025-04-23,344432.22,-199161.62
C0569,O00407,2026-05-10,287569.95,,,,287569.95
C0570,O00008,2025-06-29,217528.56,,,,217528.56
C0571,O00836,2026-04-16,153529.46,,,,153529.46
C0572,O01106,2025-08-03,228610.41,,,,228610.41
C0572,O00890,2025-08-18,107832.7,O01106,2025-08-03,228610.41,-120777.71
C0572,O00719,2025-11-05,125461.64,O00890,2025-08-18,107832.7,17628.94
C0573,O00494,2025-02-10,73057.62,,,,73057.62
C0573,O01068,2025-02-28,242709.56,O00494,2025-02-10,73057.62,169651.94
C0573,O00533,2025-05-14,147404.47,O01068,2025-02-28,242709.56,-95305.1
C0573,O01008,2025-11-13,224521.79,O00533,2025-05-14,147404.47,77117.32
C0574,O00601,2026-02-28,347956.48,,,,347956.48
C0575,O00911,2025-02-11,186324.42,,,,186324.42
C0576,O00091,2025-05-20,25041.99,,,,25041.99
C0576,O01167,2025-11-10,215532.7,O00091,2025-05-20,25041.99,190490.71
C0577,O00185,2025-12-27,46600.78,,,,46600.78
C0577,O00927,2026-04-02,74194.34,O00185,2025-12-27,46600.78,27593.56
C0578,O00213,2025-09-27,111648.4,,,,111648.4
C0580,O00376,2025-05-24,207398.93,,,,207398.93
C0581,O00039,2025-08-05,418927.2,,,,418927.2
C0582,O00630,2025-03-22,207037.56,,,,207037.56
C0582,O01109,2025-11-03,52632.97,O00630,2025-03-22,207037.56,-154404.59
C0582,O00846,2026-04-17,49826.56,O01109,2025-11-03,52632.97,-2806.42
C0583,O00732,2025-07-27,-36928.97,,,,-36928.97
C0583,O01121,2025-09-10,165752.03,O00732,2025-07-27,-36928.97,202681.0
C0583,O00604,2025-12-08,38085.01,O01121,2025-09-10,165752.03,-127667.02
C0583,O00130,2026-01-05,210751.38,O00604,2025-12-08,38085.01,172666.37
C0583,O01125,2026-01-29,462685.51,O00130,2026-01-05,210751.38,251934.13
C0583,O00934,2026-02-27,86109.43,O01125,2026-01-29,462685.51,-376576.08
C0583,O01147,2026-05-27,5502.39,O00934,2026-02-27,86109.43,-80607.04
C0584,O00510,2025-07-17,197543.46,,,,197543.46
C0584,O01009,2026-07-09,314540.84,O00510,2025-07-17,197543.46,116997.38
C0586,O00569,2025-11-17,265930.47,,,,265930.47
C0586,O01050,2026-02-06,80800.11,O00569,2025-11-17,265930.47,-185130.36
C0587,O00988,2025-08-28,380120.6,,,,380120.6
C0587,O00102,2025-11-28,298146.37,O00988,2025-08-28,380120.6,-81974.23
C0587,O00848,2026-01-22,147253.99,O00102,2025-11-28,298146.37,-150892.37
C0588,O00625,2025-05-25,78662.7,,,,78662.7
C0588,O00429,2026-05-03,117557.85,O00625,2025-05-25,78662.7,38895.15
C0589,O00423,2026-06-10,207767.63,,,,207767.63
C0590,O00005,2025-08-28,93212.1,,,,93212.1
C0590,O00535,2025-09-30,265159.55,O00005,2025-08-28,93212.1,171947.45
C0591,O00525,2025-11-04,247479.4,,,,247479.4
C0591,O00524,2026-05-15,81562.86,O00525,2025-11-04,247479.4,-165916.54
C0593,O01176,2025-05-31,303633.15,,,,303633.15
C0593,O00761,2026-06-17,125591.5,O01176,2025-05-31,303633.15,-178041.65
C0594,O00737,2025-09-10,64209.07,,,,64209.07
C0594,O01011,2025-10-09,225242.82,O00737,2025-09-10,64209.07,161033.74
C0595,O00072,2026-06-07,27345.94,,,,27345.94
C0596,O00987,2025-01-06,161906.89,,,,161906.89
C0596,O00827,2026-05-27,215850.72,O00987,2025-01-06,161906.89,53943.83
C0596,O00371,2026-06-04,290630.47,O00827,2026-05-27,215850.72,74779.75
C0598,O01090,2026-02-15,147835.69,,,,147835.69
C0598,O00914,2026-07-31,21177.63,O01090,2026-02-15,147835.69,-126658.06
C0599,O00022,2025-05-30,54834.53,,,,54834.53
C0599,O00162,2025-08-28,82329.96,O00022,2025-05-30,54834.53,27495.43
C0600,O01076,2025-10-25,182018.35,,,,182018.35
C0600,O00048,2026-07-21,156638.03,O01076,2025-10-25,182018.35,-25380.33
C0602,O00015,2025-02-10,29870.85,,,,29870.85
C0602,O01119,2025-06-12,88983.85,O00015,2025-02-10,29870.85,59113.0
C0602,O01084,2025-09-08,61231.35,O01119,2025-06-12,88983.85,-27752.5
C0603,O00099,2025-08-31,151003.71,,,,151003.71
C0603,O00847,2025-10-01,147745.5,O00099,2025-08-31,151003.71,-3258.21
C0603,O00073,2026-04-02,211681.72,O00847,2025-10-01,147745.5,63936.22
C0604,O00873,2026-03-27,215145.38,,,,215145.38
C0605,O00650,2025-02-01,247320.05,,,,247320.05
C0605,O00841,2025-10-19,219569.32,O00650,2025-02-01,247320.05,-27750.73
C0605,O00637,2025-11-06,182421.37,O00841,2025-10-19,219569.32,-37147.95
C0606,O00670,2025-04-25,173454.59,,,,173454.59
C0608,O00809,2025-02-03,10918.98,,,,10918.98
C0609,O00684,2025-01-25,324860.97,,,,324860.97
C0609,O00237,2025-02-01,159238.88,O00684,2025-01-25,324860.97,-165622.09
C0610,O00672,2025-02-03,25842.92,,,,25842.92
C0610,O00590,2025-06-15,96630.36,O00672,2025-02-03,25842.92,70787.45
C0610,O01062,2025-07-17,356396.89,O00590,2025-06-15,96630.36,259766.53
C0610,O00046,2025-12-15,195311.28,O01062,2025-07-17,356396.89,-161085.61
C0611,O00628,2025-03-30,198887.06,,,,198887.06
C0615,O00821,2025-04-29,248959.83,,,,248959.83
C0615,O00314,2025-05-12,309832.9,O00821,2025-04-29,248959.83,60873.07
C0615,O00248,2025-09-04,78846.77,O00314,2025-05-12,309832.9,-230986.13
C0617,O00385,2025-06-03,68698.24,,,,68698.24
C0617,O00527,2025-08-21,5204.32,O00385,2025-06-03,68698.24,-63493.92
C0617,O00941,2026-02-19,-49035.97,O00527,2025-08-21,5204.32,-54240.29
C0617,O00883,2026-06-03,59171.15,O00941,2026-02-19,-49035.97,108207.12
C0618,O01110,2025-06-07,89493.0,,,,89493.0
C0618,O00165,2025-06-11,188455.09,O01110,2025-06-07,89493.0,98962.09
C0619,O00383,2025-12-20,194795.91,,,,194795.91
C0620,O00685,2025-05-05,457745.53,,,,457745.53
C0620,O00778,2025-07-19,32530.98,O00685,2025-05-05,457745.53,-425214.55
C0621,O00449,2025-05-05,194405.15,,,,194405.15
C0621,O00505,2025-09-20,186287.92,O00449,2025-05-05,194405.15,-8117.23
C0621,O00876,2025-11-12,68440.12,O00505,2025-09-20,186287.92,-117847.8
C0622,O00353,2025-10-24,182171.87,,,,182171.87
C0622,O01199,2025-11-30,65987.76,O00353,2025-10-24,182171.87,-116184.11
C0623,O00126,2026-07-21,41662.0,,,,41662.0
C0624,O00138,2026-03-21,29663.41,,,,29663.41
C0624,O01149,2026-05-09,241154.38,O00138,2026-03-21,29663.41,211490.97
C0627,O00734,2025-08-14,240184.01,,,,240184.01
C0627,O00647,2025-12-19,43913.54,O00734,2025-08-14,240184.01,-196270.47
C0627,O00579,2026-01-29,35259.16,O00647,2025-12-19,43913.54,-8654.38
C0628,O00296,2025-06-02,150945.32,,,,150945.32
C0628,O00813,2025-12-27,276784.2,O00296,2025-06-02,150945.32,125838.88
C0628,O00747,2026-03-13,255907.68,O00813,2025-12-27,276784.2,-20876.52
C0628,O00573,2026-04-18,141664.91,O00747,2026-03-13,255907.68,-114242.77
C0629,O00192,2025-11-21,113773.63,,,,113773.63
C0629,O00375,2026-05-30,-44885.73,O00192,2025-11-21,113773.63,-158659.36
C0630,O00396,2025-04-09,131953.47,,,,131953.47
C0630,O00416,2026-06-07,117878.22,O00396,2025-04-09,131953.47,-14075.25
C0631,O00334,2025-02-22,325250.62,,,,325250.62
C0631,O00325,2026-01-03,301423.08,O00334,2025-02-22,325250.62,-23827.54
C0632,O00175,2025-06-02,285031.19,,,,285031.19
C0633,O00544,2025-03-03,152343.39,,,,152343.39
C0633,O01124,2026-03-02,5538.46,O00544,2025-03-03,152343.39,-146804.93
C0634,O00490,2025-06-11,243905.56,,,,243905.56
C0634,O00431,2025-08-23,54513.67,O00490,2025-06-11,243905.56,-189391.89
C0635,O00902,2025-02-16,196677.36,,,,196677.36
C0636,O00328,2025-01-14,102396.35,,,,102396.35
C0636,O00433,2025-02-13,196273.08,O00328,2025-01-14,102396.35,93876.74
C0636,O00539,2025-04-26,4473.76,O00433,2025-02-13,196273.08,-191799.32
C0637,O00957,2026-04-29,157975.97,,,,157975.97
C0638,O00919,2025-01-06,233948.88,,,,233948.88
C0638,O00152,2026-08-01,117326.98,O00919,2025-01-06,233948.88,-116621.9
C0639,O01073,2025-08-17,79489.39,,,,79489.39
C0639,O01059,2026-02-25,133949.5,O01073,2025-08-17,79489.39,54460.11
C0639,O00244,2026-04-23,58514.19,O01059,2026-02-25,133949.5,-75435.31
C0642,O00745,2025-07-09,106141.02,,,,106141.02
C0642,O00265,2025-07-15,123502.56,O00745,2025-07-09,106141.02,17361.54
C0642,O00461,2025-09-11,157120.49,O00265,2025-07-15,123502.56,33617.93
C0642,O01187,2025-09-23,88631.32,O00461,2025-09-11,157120.49,-68489.17
C0642,O01057,2026-03-29,170600.52,O01187,2025-09-23,88631.32,81969.19
C0642,O00721,2026-06-04,64687.37,O01057,2026-03-29,170600.52,-105913.15
C0643,O00758,2025-06-04,148990.57,,,,148990.57
C0644,O01126,2025-09-03,239584.77,,,,239584.77
C0645,O00595,2025-03-01,79171.26,,,,79171.26
C0646,O00028,2025-01-07,37672.87,,,,37672.87
C0648,O00714,2025-02-11,346670.13,,,,346670.13
C0648,O00731,2025-05-20,63988.58,O00714,2025-02-11,346670.13,-282681.55
C0648,O00598,2026-07-31,270259.94,O00731,2025-05-20,63988.58,206271.36
C0649,O00306,2025-01-03,223892.92,,,,223892.92
C0649,O00062,2026-02-12,144720.07,O00306,2025-01-03,223892.92,-79172.85
C0650,O00578,2025-04-04,5282.25,,,,5282.25
C0650,O00136,2026-07-04,107652.63,O00578,2025-04-04,5282.25,102370.38
